Time (s),Channel 1 (V),Channel 2 (V)
6.926918367346939550e-05,3.283618828115839161e+00,-2.912648960555586086e-02
6.929918367346939352e-05,3.302374338425778877e+00,-3.656612293304117856e-02
6.932918367346939154e-05,3.283618828115839161e+00,-3.284630626929807562e-02
6.935918367346940311e-05,3.306125440487766465e+00,-2.540667294181275793e-02
6.938918367346938757e-05,3.253610011619936682e+00,-3.284630626929807562e-02
6.941918367346939915e-05,3.257361113681924270e+00,-2.540667294181275793e-02
6.944918367346939716e-05,3.283618828115839161e+00,-2.912648960555586086e-02
6.947918367346939518e-05,3.287369930177827637e+00,-3.284630626929807562e-02
6.950918367346939320e-05,3.276116623991863985e+00,-2.168685627806965499e-02
6.953918367346939122e-05,3.283618828115839161e+00,-2.540667294181275793e-02
6.956918367346940279e-05,3.272365521929876397e+00,-2.168685627806965499e-02
6.959918367346940081e-05,3.279867726053851573e+00,-2.540667294181275793e-02
6.962918367346939883e-05,3.283618828115839161e+00,-1.424722295058433730e-02
6.965918367346939685e-05,3.276116623991863985e+00,-2.540667294181275793e-02
6.968918367346939487e-05,3.272365521929876397e+00,-1.796703961432744023e-02
6.971918367346939289e-05,3.276116623991863985e+00,-2.912648960555586086e-02
6.974918367346939090e-05,3.283618828115839161e+00,-2.540667294181275793e-02
6.977918367346940248e-05,3.276116623991863985e+00,-2.912648960555586086e-02
6.980918367346940049e-05,3.268614419867887921e+00,-1.796703961432744023e-02
6.983918367346939851e-05,3.272365521929876397e+00,-2.168685627806965499e-02
6.986918367346939653e-05,3.272365521929876397e+00,-2.168685627806965499e-02
6.989918367346939455e-05,3.272365521929876397e+00,-1.424722295058433730e-02
6.992918367346939257e-05,3.279867726053851573e+00,-2.540667294181275793e-02
6.995918367346939059e-05,3.268614419867887921e+00,-1.796703961432744023e-02
6.998918367346940216e-05,3.276116623991863985e+00,-1.424722295058433730e-02
7.001918367346940018e-05,3.279867726053851573e+00,-1.796703961432744023e-02
7.004918367346939820e-05,3.276116623991863985e+00,-1.796703961432744023e-02
7.007918367346939622e-05,3.279867726053851573e+00,-1.052740628684212254e-02
7.010918367346939423e-05,3.276116623991863985e+00,-2.540667294181275793e-02
7.013918367346939225e-05,3.272365521929876397e+00,-2.540667294181275793e-02
7.016918367346939027e-05,3.268614419867887921e+00,-2.168685627806965499e-02
7.019918367346940184e-05,3.268614419867887921e+00,-2.540667294181275793e-02
7.022918367346939986e-05,3.287369930177827637e+00,-2.168685627806965499e-02
7.025918367346939788e-05,3.272365521929876397e+00,-2.540667294181275793e-02
7.028918367346939590e-05,3.264863317805900333e+00,-1.796703961432744023e-02
7.031918367346939392e-05,3.268614419867887921e+00,-2.540667294181275793e-02
7.034918367346939194e-05,3.279867726053851573e+00,-1.796703961432744023e-02
7.037918367346938995e-05,3.287369930177827637e+00,-1.796703961432744023e-02
7.040918367346940153e-05,3.272365521929876397e+00,-2.540667294181275793e-02
7.043918367346939954e-05,3.272365521929876397e+00,-2.540667294181275793e-02
7.046918367346939756e-05,3.279867726053851573e+00,-1.424722295058433730e-02
7.049918367346939558e-05,3.283618828115839161e+00,-6.807589623099019605e-03
7.052918367346939360e-05,3.287369930177827637e+00,-1.796703961432744023e-02
7.055918367346939162e-05,3.279867726053851573e+00,-2.540667294181275793e-02
7.058918367346938964e-05,3.276116623991863985e+00,-1.796703961432744023e-02
7.061918367346940121e-05,3.294872134301802813e+00,-1.052740628684212254e-02
7.064918367346939923e-05,3.306125440487766465e+00,-1.424722295058433730e-02
7.067918367346939725e-05,3.298623236363791289e+00,-1.052740628684212254e-02
7.070918367346939527e-05,3.302374338425778877e+00,-1.796703961432744023e-02
7.073918367346939328e-05,3.309876542549754941e+00,-6.807589623099019605e-03
7.076918367346940486e-05,3.309876542549754941e+00,-1.796703961432744023e-02
7.079918367346938932e-05,3.306125440487766465e+00,-1.796703961432744023e-02
7.082918367346940089e-05,3.317378746673730117e+00,-1.424722295058433730e-02
7.085918367346939891e-05,3.302374338425778877e+00,-1.796703961432744023e-02
7.088918367346939693e-05,3.313627644611742529e+00,-1.796703961432744023e-02
7.091918367346939495e-05,3.306125440487766465e+00,-1.796703961432744023e-02
7.094918367346939297e-05,3.324880950797706181e+00,-1.052740628684212254e-02
7.097918367346940454e-05,3.321129848735717704e+00,-1.796703961432744023e-02
7.100918367346938900e-05,3.317378746673730117e+00,-2.168685627806965499e-02
7.103918367346940058e-05,3.324880950797706181e+00,-1.424722295058433730e-02
7.106918367346939859e-05,3.332383154921681356e+00,-1.424722295058433730e-02
7.109918367346939661e-05,3.324880950797706181e+00,-1.052740628684212254e-02
7.112918367346939463e-05,3.339885359045657420e+00,-1.796703961432744023e-02
7.115918367346939265e-05,3.317378746673730117e+00,-1.796703961432744023e-02
7.118918367346940422e-05,3.287369930177827637e+00,-2.168685627806965499e-02
7.121918367346938869e-05,3.298623236363791289e+00,-1.796703961432744023e-02
7.124918367346940026e-05,3.298623236363791289e+00,-1.796703961432744023e-02
7.127918367346939828e-05,3.306125440487766465e+00,-2.912648960555586086e-02
7.130918367346939630e-05,3.302374338425778877e+00,-2.168685627806965499e-02
7.133918367346939432e-05,3.298623236363791289e+00,-1.424722295058433730e-02
7.136918367346939233e-05,3.302374338425778877e+00,-2.168685627806965499e-02
7.139918367346940391e-05,3.294872134301802813e+00,-2.540667294181275793e-02
7.142918367346938837e-05,3.272365521929876397e+00,-2.540667294181275793e-02
7.145918367346939994e-05,2.199550332201350766e+00,-2.540667294181275793e-02
7.148918367346939796e-05,6.503451806003686109e-01,-2.540667294181275793e-02
7.151918367346939598e-05,4.852966898729031975e-01,-1.052740628684212254e-02
7.154918367346939400e-05,5.828253434845875880e-01,-1.424722295058433730e-02
7.157918367346939202e-05,5.640698331746487604e-01,-1.424722295058433730e-02
7.160918367346940359e-05,5.378121187407338688e-01,-2.912648960555586086e-02
7.163918367346938806e-05,5.453143228647090446e-01,-1.796703961432744023e-02
7.166918367346939963e-05,5.603187311126602843e-01,-2.540667294181275793e-02
7.169918367346939765e-05,5.490654249266966325e-01,-2.540667294181275793e-02
7.172918367346939566e-05,5.340610166787453927e-01,-2.912648960555586086e-02
7.175918367346939368e-05,5.303099146167578049e-01,-2.540667294181275793e-02
7.178918367346939170e-05,5.265588125547702170e-01,-1.424722295058433730e-02
7.181918367346940327e-05,5.340610166787453927e-01,-1.796703961432744023e-02
7.184918367346940129e-05,5.190566084307941530e-01,-2.168685627806965499e-02
7.187918367346939931e-05,5.265588125547702170e-01,-1.424722295058433730e-02
7.190918367346939733e-05,5.190566084307941530e-01,-2.540667294181275793e-02
7.193918367346939535e-05,5.153055063688065651e-01,-3.284630626929807562e-02
7.196918367346939337e-05,5.228077104927817409e-01,-2.168685627806965499e-02
7.199918367346939138e-05,5.153055063688065651e-01,-2.912648960555586086e-02
7.202918367346940296e-05,5.190566084307941530e-01,-2.168685627806965499e-02
7.205918367346940097e-05,5.115544043068180891e-01,-2.912648960555586086e-02
7.208918367346939899e-05,5.153055063688065651e-01,-2.540667294181275793e-02
7.211918367346939701e-05,5.078033022448305012e-01,-2.540667294181275793e-02
7.214918367346939503e-05,5.115544043068180891e-01,-3.656612293304117856e-02
7.217918367346939305e-05,5.078033022448305012e-01,-2.912648960555586086e-02
7.220918367346939107e-05,5.040522001828429133e-01,-2.540667294181275793e-02
7.223918367346940264e-05,5.115544043068180891e-01,-2.168685627806965499e-02
7.226918367346940066e-05,5.115544043068180891e-01,-2.168685627806965499e-02
7.229918367346939868e-05,5.190566084307941530e-01,-2.168685627806965499e-02
7.232918367346939670e-05,5.078033022448305012e-01,-2.168685627806965499e-02
7.235918367346939471e-05,5.115544043068180891e-01,-1.796703961432744023e-02
7.238918367346939273e-05,5.153055063688065651e-01,-2.168685627806965499e-02
7.241918367346939075e-05,5.115544043068180891e-01,-1.424722295058433730e-02
7.244918367346940232e-05,4.927988939968792614e-01,-1.424722295058433730e-02
7.247918367346940034e-05,5.040522001828429133e-01,-2.168685627806965499e-02
7.250918367346939836e-05,5.078033022448305012e-01,-1.796703961432744023e-02
7.253918367346939638e-05,5.040522001828429133e-01,-1.424722295058433730e-02
7.256918367346939440e-05,5.003010981208553254e-01,-2.168685627806965499e-02
7.259918367346939242e-05,5.078033022448305012e-01,-2.912648960555586086e-02
7.262918367346939044e-05,5.115544043068180891e-01,-2.540667294181275793e-02
7.265918367346940201e-05,5.078033022448305012e-01,-1.796703961432744023e-02
7.268918367346940003e-05,5.003010981208553254e-01,-2.168685627806965499e-02
7.271918367346939804e-05,5.003010981208553254e-01,-1.424722295058433730e-02
7.274918367346939606e-05,5.078033022448305012e-01,-2.540667294181275793e-02
7.277918367346939408e-05,5.040522001828429133e-01,-2.168685627806965499e-02
7.280918367346939210e-05,5.115544043068180891e-01,-2.168685627806965499e-02
7.283918367346939012e-05,5.040522001828429133e-01,-2.912648960555586086e-02
7.286918367346940169e-05,5.078033022448305012e-01,-2.168685627806965499e-02
7.289918367346939971e-05,5.040522001828429133e-01,-2.912648960555586086e-02
7.292918367346939773e-05,5.003010981208553254e-01,-3.284630626929807562e-02
7.295918367346939575e-05,4.890477919348916735e-01,-3.284630626929807562e-02
7.298918367346939376e-05,5.228077104927817409e-01,-3.284630626929807562e-02
7.301918367346939178e-05,4.965499960588668493e-01,-2.912648960555586086e-02
7.304918367346938980e-05,5.003010981208553254e-01,-2.540667294181275793e-02
7.307918367346940137e-05,5.115544043068180891e-01,-2.540667294181275793e-02
7.310918367346939939e-05,5.115544043068180891e-01,-2.912648960555586086e-02
7.313918367346939741e-05,5.003010981208553254e-01,-2.540667294181275793e-02
7.316918367346939543e-05,5.078033022448305012e-01,-2.540667294181275793e-02
7.319918367346939345e-05,5.040522001828429133e-01,-4.028593959678339331e-02
7.322918367346940502e-05,5.078033022448305012e-01,-1.424722295058433730e-02
7.325918367346938949e-05,5.115544043068180891e-01,-3.284630626929807562e-02
7.328918367346940106e-05,5.040522001828429133e-01,-2.540667294181275793e-02
7.331918367346939908e-05,5.003010981208553254e-01,-2.540667294181275793e-02
7.334918367346939709e-05,5.115544043068180891e-01,-1.796703961432744023e-02
7.337918367346939511e-05,5.115544043068180891e-01,-2.540667294181275793e-02
7.340918367346939313e-05,5.153055063688065651e-01,-3.284630626929807562e-02
7.343918367346940470e-05,5.003010981208553254e-01,-3.656612293304117856e-02
7.346918367346938917e-05,5.115544043068180891e-01,-3.656612293304117856e-02
7.349918367346940074e-05,5.040522001828429133e-01,-2.912648960555586086e-02
7.352918367346939876e-05,5.115544043068180891e-01,-3.284630626929807562e-02
7.355918367346939678e-05,5.040522001828429133e-01,-3.284630626929807562e-02
7.358918367346939480e-05,4.965499960588668493e-01,-3.284630626929807562e-02
7.361918367346939281e-05,5.115544043068180891e-01,-2.912648960555586086e-02
7.364918367346940439e-05,5.115544043068180891e-01,-2.912648960555586086e-02
7.367918367346938885e-05,5.040522001828429133e-01,-3.656612293304117856e-02
7.370918367346940042e-05,5.040522001828429133e-01,-3.284630626929807562e-02
7.373918367346939844e-05,5.040522001828429133e-01,-3.284630626929807562e-02
7.376918367346939646e-05,5.078033022448305012e-01,-3.284630626929807562e-02
7.379918367346939448e-05,5.078033022448305012e-01,-2.168685627806965499e-02
7.382918367346939250e-05,5.040522001828429133e-01,-2.912648960555586086e-02
7.385918367346940407e-05,5.078033022448305012e-01,-2.540667294181275793e-02
7.388918367346938854e-05,5.115544043068180891e-01,-2.168685627806965499e-02
7.391918367346940011e-05,5.003010981208553254e-01,-3.284630626929807562e-02
7.394918367346939813e-05,5.115544043068180891e-01,-2.912648960555586086e-02
7.397918367346939614e-05,5.115544043068180891e-01,-3.656612293304117856e-02
7.400918367346939416e-05,5.153055063688065651e-01,-3.284630626929807562e-02
7.403918367346939218e-05,5.078033022448305012e-01,-2.540667294181275793e-02
7.406918367346940375e-05,5.115544043068180891e-01,-2.540667294181275793e-02
7.409918367346938822e-05,5.190566084307941530e-01,-2.168685627806965499e-02
7.412918367346939979e-05,5.040522001828429133e-01,-3.284630626929807562e-02
7.415918367346939781e-05,5.190566084307941530e-01,-2.540667294181275793e-02
7.418918367346939583e-05,5.190566084307941530e-01,-2.912648960555586086e-02
7.421918367346939385e-05,5.078033022448305012e-01,-2.540667294181275793e-02
7.424918367346939187e-05,5.078033022448305012e-01,-2.540667294181275793e-02
7.427918367346940344e-05,5.040522001828429133e-01,-2.912648960555586086e-02
7.430918367346940146e-05,5.078033022448305012e-01,-2.540667294181275793e-02
7.433918367346939947e-05,5.078033022448305012e-01,-2.912648960555586086e-02
7.436918367346939749e-05,5.115544043068180891e-01,-2.168685627806965499e-02
7.439918367346939551e-05,5.078033022448305012e-01,-2.168685627806965499e-02
7.442918367346939353e-05,5.040522001828429133e-01,-3.284630626929807562e-02
7.445918367346939155e-05,5.078033022448305012e-01,-2.912648960555586086e-02
7.448918367346940312e-05,5.078033022448305012e-01,-2.540667294181275793e-02
7.451918367346940114e-05,5.115544043068180891e-01,-1.796703961432744023e-02
7.454918367346939916e-05,5.003010981208553254e-01,-2.912648960555586086e-02
7.457918367346939718e-05,5.078033022448305012e-01,-3.284630626929807562e-02
7.460918367346939519e-05,5.003010981208553254e-01,-2.168685627806965499e-02
7.463918367346939321e-05,5.078033022448305012e-01,-1.796703961432744023e-02
7.466918367346939123e-05,5.040522001828429133e-01,-3.284630626929807562e-02
7.469918367346940280e-05,5.078033022448305012e-01,-2.540667294181275793e-02
7.472918367346940082e-05,5.078033022448305012e-01,-1.796703961432744023e-02
7.475918367346939884e-05,4.927988939968792614e-01,-3.284630626929807562e-02
7.478918367346939686e-05,5.190566084307941530e-01,-2.540667294181275793e-02
7.481918367346939488e-05,5.078033022448305012e-01,-2.540667294181275793e-02
7.484918367346939290e-05,5.040522001828429133e-01,-1.796703961432744023e-02
7.487918367346939092e-05,5.003010981208553254e-01,-2.912648960555586086e-02
7.490918367346940249e-05,5.115544043068180891e-01,-2.540667294181275793e-02
7.493918367346940051e-05,5.078033022448305012e-01,-2.168685627806965499e-02
7.496918367346939852e-05,4.965499960588668493e-01,-1.796703961432744023e-02
7.499918367346939654e-05,5.078033022448305012e-01,-2.540667294181275793e-02
7.502918367346939456e-05,5.003010981208553254e-01,-1.796703961432744023e-02
7.505918367346939258e-05,5.003010981208553254e-01,-2.168685627806965499e-02
7.508918367346939060e-05,5.040522001828429133e-01,-1.796703961432744023e-02
7.511918367346940217e-05,5.040522001828429133e-01,-2.540667294181275793e-02
7.514918367346940019e-05,5.115544043068180891e-01,-3.656612293304117856e-02
7.517918367346939821e-05,5.040522001828429133e-01,-2.168685627806965499e-02
7.520918367346939623e-05,5.115544043068180891e-01,-2.168685627806965499e-02
7.523918367346939425e-05,5.040522001828429133e-01,-2.540667294181275793e-02
7.526918367346939226e-05,5.040522001828429133e-01,-1.796703961432744023e-02
7.529918367346939028e-05,5.078033022448305012e-01,-2.540667294181275793e-02
7.532918367346940185e-05,5.040522001828429133e-01,-2.168685627806965499e-02
7.535918367346939987e-05,5.040522001828429133e-01,-2.540667294181275793e-02
7.538918367346939789e-05,5.003010981208553254e-01,-1.052740628684212254e-02
7.541918367346939591e-05,5.115544043068180891e-01,-2.168685627806965499e-02
7.544918367346939393e-05,5.115544043068180891e-01,-2.540667294181275793e-02
7.547918367346939195e-05,5.115544043068180891e-01,-1.796703961432744023e-02
7.550918367346938997e-05,5.078033022448305012e-01,-2.168685627806965499e-02
7.553918367346940154e-05,5.040522001828429133e-01,-1.796703961432744023e-02
7.556918367346939956e-05,5.078033022448305012e-01,-2.168685627806965499e-02
7.559918367346939757e-05,5.115544043068180891e-01,-2.168685627806965499e-02
7.562918367346939559e-05,5.078033022448305012e-01,-1.424722295058433730e-02
7.565918367346939361e-05,5.078033022448305012e-01,-1.424722295058433730e-02
7.568918367346939163e-05,5.003010981208553254e-01,-2.168685627806965499e-02
7.571918367346938965e-05,5.078033022448305012e-01,-1.796703961432744023e-02
7.574918367346940122e-05,5.003010981208553254e-01,-2.912648960555586086e-02
7.577918367346939924e-05,4.927988939968792614e-01,-2.540667294181275793e-02
7.580918367346939726e-05,5.153055063688065651e-01,-1.424722295058433730e-02
7.583918367346939528e-05,5.003010981208553254e-01,-1.796703961432744023e-02
7.586918367346939330e-05,5.040522001828429133e-01,-1.424722295058433730e-02
7.589918367346940487e-05,5.115544043068180891e-01,-6.807589623099019605e-03
7.592918367346938933e-05,5.040522001828429133e-01,-2.168685627806965499e-02
7.595918367346940090e-05,5.078033022448305012e-01,-1.052740628684212254e-02
7.598918367346939892e-05,5.115544043068180891e-01,-1.796703961432744023e-02
7.601918367346939694e-05,5.115544043068180891e-01,-1.424722295058433730e-02
7.604918367346939496e-05,5.003010981208553254e-01,-1.424722295058433730e-02
7.607918367346939298e-05,4.965499960588668493e-01,-2.168685627806965499e-02
7.610918367346940455e-05,5.040522001828429133e-01,-2.168685627806965499e-02
7.613918367346938902e-05,5.003010981208553254e-01,-2.168685627806965499e-02
7.616918367346940059e-05,5.040522001828429133e-01,-1.424722295058433730e-02
7.619918367346939861e-05,4.965499960588668493e-01,-2.168685627806965499e-02
7.622918367346939662e-05,4.965499960588668493e-01,-2.540667294181275793e-02
7.625918367346939464e-05,5.115544043068180891e-01,-1.796703961432744023e-02
7.628918367346939266e-05,5.078033022448305012e-01,-1.796703961432744023e-02
7.631918367346940423e-05,5.115544043068180891e-01,-1.796703961432744023e-02
7.634918367346938870e-05,5.040522001828429133e-01,-2.540667294181275793e-02
7.637918367346940027e-05,5.190566084307941530e-01,-1.424722295058433730e-02
7.640918367346939829e-05,5.003010981208553254e-01,-2.540667294181275793e-02
7.643918367346939631e-05,5.003010981208553254e-01,-1.796703961432744023e-02
7.646918367346939433e-05,5.040522001828429133e-01,-2.540667294181275793e-02
7.649918367346939235e-05,5.003010981208553254e-01,-2.912648960555586086e-02
7.652918367346940392e-05,5.115544043068180891e-01,-2.540667294181275793e-02
7.655918367346938838e-05,5.040522001828429133e-01,-2.540667294181275793e-02
7.658918367346939995e-05,5.040522001828429133e-01,-2.168685627806965499e-02
7.661918367346939797e-05,5.040522001828429133e-01,-2.912648960555586086e-02
7.664918367346939599e-05,5.078033022448305012e-01,-2.912648960555586086e-02
7.667918367346939401e-05,4.927988939968792614e-01,-1.796703961432744023e-02
7.670918367346939203e-05,5.040522001828429133e-01,-2.168685627806965499e-02
7.673918367346940360e-05,5.153055063688065651e-01,-2.168685627806965499e-02
7.676918367346940162e-05,5.115544043068180891e-01,-2.540667294181275793e-02
7.679918367346939964e-05,5.115544043068180891e-01,-1.796703961432744023e-02
7.682918367346939766e-05,5.115544043068180891e-01,-2.168685627806965499e-02
7.685918367346939568e-05,4.965499960588668493e-01,-3.284630626929807562e-02
7.688918367346939369e-05,5.453143228647090446e-01,-3.284630626929807562e-02
7.691918367346939171e-05,7.216161197781381098e-01,-1.424722295058433730e-02
7.694918367346940328e-05,8.866646105056035232e-01,-2.540667294181275793e-02
7.697918367346940130e-05,1.062966407419032588e+00,-2.540667294181275793e-02
7.700918367346939932e-05,1.205508285774570698e+00,-2.912648960555586086e-02
7.703918367346939734e-05,1.333045755882157568e+00,-2.540667294181275793e-02
7.706918367346939536e-05,1.468085430113720502e+00,-2.540667294181275793e-02
7.709918367346939338e-05,1.606876206407271024e+00,-1.796703961432744023e-02
7.712918367346939140e-05,1.711907064142930590e+00,-2.540667294181275793e-02
7.715918367346940297e-05,1.820689023940577744e+00,-2.168685627806965499e-02
7.718918367346940099e-05,1.906964371366298483e+00,-3.656612293304117856e-02
7.721918367346939900e-05,2.011995229101958049e+00,-2.168685627806965499e-02
7.724918367346939702e-05,2.098270576527678788e+00,-2.540667294181275793e-02
7.727918367346939504e-05,2.173292617767435875e+00,-1.796703961432744023e-02
7.730918367346939306e-05,2.259567965193156613e+00,-3.284630626929807562e-02
7.733918367346939108e-05,2.334590006432913700e+00,-3.284630626929807562e-02
7.736918367346940265e-05,2.379603231176767419e+00,-2.168685627806965499e-02
7.739918367346940067e-05,2.432118660044597203e+00,-1.796703961432744023e-02
7.742918367346939869e-05,2.465878578602488158e+00,-1.796703961432744023e-02
7.745918367346939671e-05,2.514642905408330353e+00,-2.168685627806965499e-02
7.748918367346939473e-05,2.563407232214172549e+00,-2.168685627806965499e-02
7.751918367346939274e-05,2.578411640462123788e+00,-2.168685627806965499e-02
7.754918367346939076e-05,2.619673763143989920e+00,-2.168685627806965499e-02
7.757918367346940233e-05,2.657184783763868463e+00,-2.540667294181275793e-02
7.760918367346940035e-05,2.683442498197783355e+00,-2.168685627806965499e-02
7.763918367346939837e-05,2.720953518817661898e+00,-2.540667294181275793e-02
7.766918367346939639e-05,2.735957927065613138e+00,-1.424722295058433730e-02
7.769918367346939441e-05,2.765966743561516505e+00,-2.540667294181275793e-02
7.772918367346939243e-05,2.795975560057418985e+00,-2.912648960555586086e-02
7.775918367346939045e-05,2.829735478615309940e+00,-2.168685627806965499e-02
7.778918367346940202e-05,2.852242090987237244e+00,-2.168685627806965499e-02
7.781918367346940004e-05,2.882250907483139724e+00,-3.284630626929807562e-02
7.784918367346939806e-05,2.908508621917054615e+00,-2.168685627806965499e-02
7.787918367346939607e-05,2.938517438412957095e+00,-1.796703961432744023e-02
7.790918367346939409e-05,2.938517438412957095e+00,-1.424722295058433730e-02
7.793918367346939211e-05,2.953521846660908334e+00,-1.424722295058433730e-02
7.796918367346939013e-05,2.976028459032835638e+00,-2.168685627806965499e-02
7.799918367346940170e-05,2.987281765218799290e+00,-2.168685627806965499e-02
7.802918367346939972e-05,3.009788377590726594e+00,-2.540667294181275793e-02
7.805918367346939774e-05,3.024792785838677833e+00,-2.168685627806965499e-02
7.808918367346939576e-05,3.047299398210605137e+00,-1.796703961432744023e-02
7.811918367346939378e-05,3.062303806458556377e+00,-2.168685627806965499e-02
7.814918367346939179e-05,3.077308214706507616e+00,-2.540667294181275793e-02
7.817918367346938981e-05,3.092312622954458856e+00,-2.540667294181275793e-02
7.820918367346940138e-05,3.103565929140422508e+00,-1.796703961432744023e-02
7.823918367346939940e-05,3.118570337388373748e+00,-2.912648960555586086e-02
7.826918367346939742e-05,3.133574745636325876e+00,-2.540667294181275793e-02
7.829918367346939544e-05,3.144828051822289527e+00,-2.540667294181275793e-02
7.832918367346939346e-05,3.107317031202410984e+00,-2.912648960555586086e-02
7.835918367346940503e-05,3.126072541512349812e+00,-1.796703961432744023e-02
7.838918367346938950e-05,3.148579153884277115e+00,-2.168685627806965499e-02
7.841918367346940107e-05,3.156081358008252291e+00,-2.540667294181275793e-02
7.844918367346939909e-05,3.141076949760301051e+00,-2.912648960555586086e-02
7.847918367346939711e-05,3.171085766256204419e+00,-2.540667294181275793e-02
7.850918367346939512e-05,3.167334664194215943e+00,-1.796703961432744023e-02
7.853918367346939314e-05,3.163583562132228355e+00,-2.168685627806965499e-02
7.856918367346940471e-05,3.171085766256204419e+00,-2.912648960555586086e-02
7.859918367346938918e-05,3.171085766256204419e+00,-2.168685627806965499e-02
7.862918367346940075e-05,3.197343480690119311e+00,-2.912648960555586086e-02
7.865918367346939877e-05,3.197343480690119311e+00,-2.168685627806965499e-02
7.868918367346939679e-05,3.201094582752106898e+00,-1.796703961432744023e-02
7.871918367346939481e-05,3.197343480690119311e+00,-3.284630626929807562e-02
7.874918367346939283e-05,3.204845684814094486e+00,-1.796703961432744023e-02
7.877918367346940440e-05,3.197343480690119311e+00,-2.540667294181275793e-02
7.880918367346938886e-05,3.212347888938070550e+00,-2.540667294181275793e-02
7.883918367346940043e-05,3.216098991000058138e+00,-2.168685627806965499e-02
7.886918367346939845e-05,3.216098991000058138e+00,-3.284630626929807562e-02
7.889918367346939647e-05,3.216098991000058138e+00,-2.912648960555586086e-02
7.892918367346939449e-05,3.212347888938070550e+00,-2.540667294181275793e-02
7.895918367346939251e-05,3.216098991000058138e+00,-2.912648960555586086e-02
7.898918367346940408e-05,3.227352297186021790e+00,-2.540667294181275793e-02
7.901918367346938855e-05,3.223601195124034202e+00,-2.912648960555586086e-02
7.904918367346940012e-05,3.212347888938070550e+00,-2.540667294181275793e-02
7.907918367346939814e-05,3.227352297186021790e+00,-3.284630626929807562e-02
7.910918367346939616e-05,3.234854501309997854e+00,-4.400575626052649625e-02
7.913918367346939417e-05,3.234854501309997854e+00,-3.284630626929807562e-02
7.916918367346939219e-05,3.231103399248009378e+00,-2.540667294181275793e-02
7.919918367346940376e-05,3.234854501309997854e+00,-2.540667294181275793e-02
7.922918367346940178e-05,3.238605603371985442e+00,-2.912648960555586086e-02
7.925918367346939980e-05,3.238605603371985442e+00,-2.168685627806965499e-02
7.928918367346939782e-05,3.238605603371985442e+00,-2.540667294181275793e-02
7.931918367346939584e-05,3.238605603371985442e+00,-2.912648960555586086e-02
7.934918367346939386e-05,3.246107807495960618e+00,-2.540667294181275793e-02
7.937918367346939188e-05,3.246107807495960618e+00,-2.912648960555586086e-02
7.940918367346940345e-05,3.261112215743912746e+00,-3.656612293304117856e-02
7.943918367346940147e-05,3.261112215743912746e+00,-1.796703961432744023e-02
7.946918367346939949e-05,3.249858909557949094e+00,-3.656612293304117856e-02
7.949918367346939750e-05,3.257361113681924270e+00,-2.540667294181275793e-02
7.952918367346939552e-05,3.279867726053851573e+00,-1.424722295058433730e-02
7.955918367346939354e-05,3.276116623991863985e+00,-1.796703961432744023e-02
7.958918367346939156e-05,3.276116623991863985e+00,-2.168685627806965499e-02
7.961918367346940313e-05,3.287369930177827637e+00,-2.540667294181275793e-02
7.964918367346940115e-05,3.287369930177827637e+00,-2.168685627806965499e-02
7.967918367346939917e-05,3.291121032239815225e+00,-2.540667294181275793e-02
7.970918367346939719e-05,3.294872134301802813e+00,-1.424722295058433730e-02
7.973918367346939521e-05,3.302374338425778877e+00,-2.540667294181275793e-02
7.976918367346939322e-05,3.306125440487766465e+00,-2.168685627806965499e-02
7.979918367346939124e-05,3.298623236363791289e+00,-2.912648960555586086e-02
7.982918367346940281e-05,3.302374338425778877e+00,-1.796703961432744023e-02
7.985918367346940083e-05,3.294872134301802813e+00,-2.168685627806965499e-02
7.988918367346939885e-05,3.302374338425778877e+00,-1.796703961432744023e-02
7.991918367346939687e-05,3.317378746673730117e+00,-2.540667294181275793e-02
7.994918367346939489e-05,3.302374338425778877e+00,-2.540667294181275793e-02
7.997918367346939291e-05,3.317378746673730117e+00,-2.912648960555586086e-02
8.000918367346939093e-05,3.313627644611742529e+00,-2.912648960555586086e-02
8.003918367346940250e-05,3.317378746673730117e+00,-2.540667294181275793e-02
8.006918367346940052e-05,3.321129848735717704e+00,-2.540667294181275793e-02
8.009918367346939854e-05,3.306125440487766465e+00,-1.796703961432744023e-02
8.012918367346939655e-05,3.283618828115839161e+00,-1.796703961432744023e-02
8.015918367346939457e-05,3.298623236363791289e+00,-1.796703961432744023e-02
8.018918367346939259e-05,3.294872134301802813e+00,-2.912648960555586086e-02
8.021918367346939061e-05,3.283618828115839161e+00,-2.168685627806965499e-02
8.024918367346940218e-05,3.294872134301802813e+00,-1.424722295058433730e-02
8.027918367346940020e-05,3.291121032239815225e+00,-2.168685627806965499e-02
8.030918367346939822e-05,3.279867726053851573e+00,-3.284630626929807562e-02
8.033918367346939624e-05,3.283618828115839161e+00,-3.284630626929807562e-02
8.036918367346939426e-05,3.291121032239815225e+00,-1.796703961432744023e-02
8.039918367346939228e-05,3.298623236363791289e+00,-2.912648960555586086e-02
8.042918367346939029e-05,3.291121032239815225e+00,-2.168685627806965499e-02
8.045918367346940187e-05,3.283618828115839161e+00,-2.168685627806965499e-02
8.048918367346939988e-05,3.279867726053851573e+00,-2.540667294181275793e-02
8.051918367346939790e-05,3.283618828115839161e+00,-2.168685627806965499e-02
8.054918367346939592e-05,3.279867726053851573e+00,-2.912648960555586086e-02
